"DataMessageGUID","SensorID","Sensor Name","Date","Formatted Value"
"355e07ba-150c-4685-9602-1ad782bc4218","466021","Humidity - 466021","19-11-16 06:22","35.04% @ 27.4° C"
"41af3d48-72d7-4e2d-8419-25a823310390","466021","Humidity - 466021","19-11-16 06:12","34.98% @ 27.4° C"
"27fa6f89-fd0c-4c94-a673-16d806f4e9ff","466021","Humidity - 466021","19-11-16 06:02","34.93% @ 27.4° C"
"c1c8f977-9b4b-4a7d-b318-a06a7c1dfd8b","466021","Humidity - 466021","19-11-16 05:52","34.94% @ 27.4° C"
"20530f38-7b58-4e3f-86f0-a268d7563366","466021","Humidity - 466021","19-11-16 05:42","34.9% @ 27.4° C"
"6d60e4ef-dc69-4dc5-9c4c-e23eb89b687e","466021","Humidity - 466021","19-11-16 05:32","34.85% @ 27.4° C"
"4ecb0ebe-9037-4297-aec1-767c48855d42","466021","Humidity - 466021","19-11-16 05:22","34.81% @ 27.4° C"
"99beebbb-1297-477d-a800-0236bb660caf","466021","Humidity - 466021","19-11-16 05:12","34.8% @ 27.5° C"
"eb475774-2228-4d6a-bb12-8c77324db906","466021","Humidity - 466021","19-11-16 05:02","34.77% @ 27.5° C"
"6942c1b8-684a-4a71-a19d-1d2db0e94f4a","466021","Humidity - 466021","19-11-16 04:52","34.71% @ 27.5° C"
"32d58c92-07e6-4cf1-80d2-0a2846cd56b2","466021","Humidity - 466021","19-11-16 04:42","34.66% @ 27.5° C"
"ba502871-8cd4-4ccc-8452-d445d2a7287c","466021","Humidity - 466021","19-11-16 04:32","34.55% @ 27.5° C"
"f4a3f622-43fb-420d-a5ac-203a99d43a21","466021","Humidity - 466021","19-11-16 04:22","34.47% @ 27.5° C"
"0448cde3-5700-44c0-9c28-3f593906affb","466021","Humidity - 466021","19-11-16 04:12","34.42% @ 27.5° C"
"d2052b25-2ae3-4d50-a18e-277af735e5d5","466021","Humidity - 466021","19-11-16 04:02","34.33% @ 27.5° C"
"9d64525b-2457-4f92-9416-0aa7858c99d6","466021","Humidity - 466021","19-11-16 03:52","34.25% @ 27.5° C"
"d691a973-9278-4519-9f93-d3a3092b7124","466021","Humidity - 466021","19-11-16 03:42","34.2% @ 27.5° C"
"b1f2cbd3-0b07-47df-a8f5-a5919b2872f8","466021","Humidity - 466021","19-11-16 03:32","34.1% @ 27.5° C"
"bcbdc49d-51ef-4c5d-99b0-224aa89d0626","466021","Humidity - 466021","19-11-16 03:22","34% @ 27.6° C"
"0b7924cd-4da4-44ea-b370-0ae0fc2b5c2d","466021","Humidity - 466021","19-11-16 03:12","33.95% @ 27.5° C"
"820f6112-38e3-4ea8-8954-557665ae631f","466021","Humidity - 466021","19-11-16 03:02","33.81% @ 27.6° C"
"419137e7-1ccd-456e-80c0-3c191c256762","466021","Humidity - 466021","19-11-16 02:52","33.73% @ 27.6° C"
"3410711d-c99e-4e49-b902-95c1aa8aad24","466021","Humidity - 466021","19-11-16 02:42","33.68% @ 27.6° C"
"f2a56f26-6c4f-4f75-b1b5-3e8f9c144c2d","466021","Humidity - 466021","19-11-16 02:32","33.57% @ 27.6° C"
"314940d6-21be-47a2-bd95-7d4ab15deb01","466021","Humidity - 466021","19-11-16 02:22","33.52% @ 27.6° C"
"829bbb26-1278-43f2-a1e8-8bd0e2223ba0","466021","Humidity - 466021","19-11-16 02:12","33.36% @ 27.6° C"
"b23de121-dc47-43ed-b982-05d9e780b8b8","466021","Humidity - 466021","19-11-16 02:02","33.26% @ 27.6° C"
"f3001ff9-434e-4797-b05a-0db31eb6aebd","466021","Humidity - 466021","19-11-16 01:52","33.13% @ 27.6° C"
"5e02f388-ae3c-41c7-96f1-72a58ddc376d","466021","Humidity - 466021","19-11-16 01:42","33.07% @ 27.6° C"
"606338b2-b25f-4732-90b4-43421a087bc3","466021","Humidity - 466021","19-11-16 01:32","32.86% @ 27.6° C"
"1a54ebc8-2f0f-4e96-9084-b913899eb1c2","466021","Humidity - 466021","19-11-16 01:22","32.73% @ 27.6° C"
"3544df78-a5b5-4b28-9d7d-0ac5dd9d230d","466021","Humidity - 466021","19-11-16 01:12","32.7% @ 27.6° C"
"00231009-308b-4ec6-87ea-b2267acb62b3","466021","Humidity - 466021","19-11-16 01:02","32.53% @ 27.6° C"
"840b26d9-310e-42be-aaaf-4fa3cce526af","466021","Humidity - 466021","19-11-16 00:52","32.45% @ 27.6° C"
"45a8bbb1-1e38-4fd2-859e-a73e9f672a4f","466021","Humidity - 466021","19-11-16 00:42","32.33% @ 27.6° C"
"3edb158b-792b-4008-b036-8d8c22ab8bac","466021","Humidity - 466021","19-11-16 00:32","32.19% @ 27.6° C"
"39c4ab11-98fd-45c3-bc7b-2733f2d8a3f3","466021","Humidity - 466021","19-11-16 00:22","31.95% @ 27.6° C"
"73f1400c-7a49-45ca-8ff5-dd0ab21cde10","466021","Humidity - 466021","19-11-16 00:12","31.74% @ 27.6° C"
"ef0aba3a-54da-459e-ba98-72b50a30f35f","466021","Humidity - 466021","19-11-16 00:02","31.45% @ 27.7° C"
"41b55636-8a52-416a-9903-aa3c2a2a2f78","466021","Humidity - 466021","19-11-15 23:52","31.24% @ 27.7° C"
"07607dcf-60ac-429e-a00a-c06e10f16aaf","466021","Humidity - 466021","19-11-15 23:42","31.04% @ 27.7° C"
"12c638bb-4b85-4648-b361-e190780a948c","466021","Humidity - 466021","19-11-15 23:32","30.82% @ 27.7° C"
"dc5b08a7-509f-47f6-a218-d3f35ba6163d","466021","Humidity - 466021","19-11-15 23:22","30.65% @ 27.7° C"
"9e7ccc57-c27a-46ad-8128-04acb2129589","466021","Humidity - 466021","19-11-15 23:12","30.55% @ 27.7° C"
"54dc590d-d0c3-4d1c-9afa-6af81e29e313","466021","Humidity - 466021","19-11-15 23:02","30.43% @ 27.7° C"
"c991f612-2ac1-48b1-b21e-1e30437936ab","466021","Humidity - 466021","19-11-15 22:52","30.27% @ 27.7° C"
"f2f5bc53-d2ff-4c40-8f2d-5cc6c6c77009","466021","Humidity - 466021","19-11-15 22:42","30.2% @ 27.7° C"
"d6ee826d-7831-4b3b-a61a-084fdd35c6a1","466021","Humidity - 466021","19-11-15 22:32","30.07% @ 27.7° C"
"657492c5-2133-4287-be55-b3fe99526e2f","466021","Humidity - 466021","19-11-15 22:22","29.94% @ 27.7° C"
"a563430b-72b7-4b8c-8f16-2696ed1e49e7","466021","Humidity - 466021","19-11-15 22:12","29.92% @ 27.7° C"
"a4b141c9-91cb-480c-a9e2-a7e4494bec72","466021","Humidity - 466021","19-11-15 22:02","29.75% @ 27.8° C"
"b1a209a8-bb70-4917-9f66-8ed96cd5483e","466021","Humidity - 466021","19-11-15 21:52","29.72% @ 27.7° C"
